message,soc
"Informationen aus dem Fall, die wir noch nicht in Betracht gezogen haben, ist, dass es eine schlechte Idee des Vaters ist, seinem Sohn zu sagen, dass er zu diesem Zeitpunkt nur von Betrug bestanden hat, da dies dem Sohn eine",35
"Eine sehr gute Ergänzung, danke",39
"Eine sehr gute Ergänzung, danke",39
Ihr habt noch 10 Minuten Zeit bis zum Ende der Kollaborationsphase.,-1
Sie haben bis zum Ende der Zusammenarbeitsphase noch 10 Minuten.,-1
besitzen haben bis zum Ende der Zusammenarbeitsphase noch 10 Minuten.,-1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Vater dabei sagt ""die Peters seien schon damals der Schrecken der Lehrer gewesen"". Dadurch wirkt es so, als wenn es in den Genen der Familie liegt, also stabilen Fähigkeiten",35
"Ein wichtiges Konzept, was man dabei beachten beachten ist, dass der Vater dabei sagt ""die Peters seien schon damals der Schrecken der Lehrer gewesen"". Dadurch wirkt es so, als wenn es in den Genen der Familie liegt, also stabilen Fähigkeiten",35
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Vater dabei Vati ""die Peters seien schon damals der Schrecken der Lehrer gewesen"". Dadurch wirkt es so, als wenn es in den Genen der Familie liegt, also stabilen Fähigkeiten",35
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Vater dabei sagt ""die Peters seien schon damals der Schrecken der Lehrer Entsetzen Dadurch wirkt es so, als wenn es in den Genen der Familie liegt, also stabilen Fähigkeiten",35
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Vater dabei sagt ""die Peters seien schon damals der Schrecken der Lehrer gewesen"". Dadurch wirkt es so, als wenn es in den Genen der Familie liegt, also stabilen Fähigkeiten",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass der Vater sagt: ""Die Peters waren bereits die Schrecken der Lehrer damals"". Als Ergebnis sieht es so aus, als ob es in den Genen der Familie liegt, d.",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass Vati Vater sagt: ""Die Peters waren bereits die Schrecken der Lehrer damals"". Als Ergebnis sieht es so aus, als ob es in den Genen der Familie liegt, d.",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass der Vater sagt: ""Die Peters lange bereits die Schrecken der Lehrer damals"". Als Ergebnis sieht es so aus, als ob es in den Genen der Familie liegt, d.",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass der Vater sagt: ""Die Peters waren bereits die Schrecken der Entsetzen damals"". Als Ergebnis sieht es so aus, als ob es in den Genen der Familie liegt, d.",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass der Vater sagt: ""Die Peters waren bereits die Schrecken der Lehrer damals"". Als Ergebnis sieht es so Jahresabschluss als ob es in den Genen der Familie liegt, d.",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass der Vater sagt: ""Die Peters waren bereits die Schrecken der Lehrer damals"". Als Ergebnis sieht es so aus, als ob es in als Genen der Familie liegt, d.",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass der Vater sagt: ""Die Peters waren bereits die Schrecken der Lehrer damals"". Als Ergebnis sieht es so aus, als ob es in den Clan der Familie liegt, d.",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass der Vater sagt: ""Die Peters waren bereits die Schrecken der Lehrer damals"". Als Ergebnis sieht es so aus, als ob es in den Genen der Familie liegt, d.",35
"Ein wichtiges Konzept dessen, was in Betracht gezogen werden sollte, ist, dass der Vater sagt: ""Die Peters waren bereits die Schrecken der Lehrer damals"". Als Ergebnis sieht es so aus, als ob es in den Genen der Familie liegt, d.",35
Fragen an die Versuchsleitung: sollen wir dann einfach kurz vor Schluss eine Zusammenfasssung hier rein schreiben ?,36
Fragen an die Versuchsleitung: sollen wir dann direkt kurz vor Schluss eine Zusammenfasssung hier rein schreiben ?,36
Fragen zum Experiment: Sollten wir hier kurz vor dem Ende nur eine Zusammenfassung schreiben?,36
Fragen zum Experiment: Sollten wir hier kurz vor dem Ende Zusammenfassung eine Zusammenfassung schreiben?,36
"Ihr könnt selbst enthscheiden, wie lange ihr noch diskutieren möchtet. Am Ende der 30 Minuten solltet ihr eine gemeinsame Analyse in diesen Chat gepostet haben.",-1
"Ihr könnt selbst enthscheiden, wie diskutieren ihr noch diskutieren möchtet. Am Ende der 30 Minuten solltet ihr eine gemeinsame Analyse in diesen Chat gepostet haben.",-1
"Sie können selbst entscheiden, wie lange Sie diskutieren möchten. Am Ende der 30 Minuten sollten Sie in diesem Chat eine gemeinsame Analyse veröffentlichen müssen.",-1
"Sie können selbst entscheiden, wie lange Sie diskutieren diskutieren Am Ende der 30 Minuten sollten Sie in diesem Chat eine gemeinsame Analyse veröffentlichen müssen.",-1
"Sie können selbst entscheiden, wie lange Sie diskutieren möchten. Am Ende der 30 Minuten sollten Sie in verlautbaren lassen Chat eine gemeinsame Analyse veröffentlichen müssen.",-1
"Ok, Ich für meinen Teil wüsste so nichts mehr? Hidalgo wie sieht es bei dir aus ?",36
meinen Ich für meinen Teil wüsste so nichts mehr? Hidalgo wie sieht es bei dir aus ?,36
"OK, ich für meinen Teil würde ich nichts mehr wissen? Hidalgo, was ist mit dir?",36
"meinen ich für meinen Teil würde ich nichts mehr wissen? Hidalgo, was ist mit dir?",36
"Ich würde sagen, dann fangen wir schonmal mit dem Zusammenfassen der Punkte an, oder?",36
"Ich würde sagen, dann fangen wir schonmal mit dem Zusammenfassen der in Gruppen einteilen an, oder?",36
"Ich würde sagen, dann fangen wir an, die Punkte zusammenzufassen, oder?",36
Ja :),39
Ja umso eher als,39
Und :),39
Und auch,39
Mir fällt auch kein neues Argument mehr ein,35
Mir fällt auch kein neues Argument Prämisse ein,35
Ich kann mir auch kein neues Argument vorstellen,35
Ich kann mir auch präsentieren neues Argument vorstellen,35
"Der Schüler attribuiert seinen Misserfolg in Mathe aufgrund fehlender Begabung, internaler stabiler Ursachen. Dadurch hat er keine Motivation sich mit diesem Bereich auseinander zu setzten",41
"Der Schüler attribuiert seinen Misserfolg in Mathe aufgrund fehlender Begabung, internaler stabiler Ursachen. Dadurch hat er keine Motivation sich Interesse diesem Bereich auseinander zu setzten",41
"Der Schüler attribuiert seinen Misserfolg in Mathe aufgrund fehlender Begabung, internaler stabiler Ursachen. Dadurch hat er keine Motivation sich mit diesem Bereich auseinander marode setzten",41
"Der Schüler führt sein Misserfolg in Mathematik aufgrund mangelnder Talente und internen stabilen Ursachen zu. Als Ergebnis hat er keine Motivation, mit diesem Bereich umzugehen",41
"Schlappe Schüler führt sein Misserfolg in Mathematik aufgrund mangelnder Talente und internen stabilen Ursachen zu. Als Ergebnis hat er keine Motivation, mit diesem Bereich umzugehen",41
"Der Schüler führt sein Misserfolg in Mathematik aufgrund mangelnder Rechnen und internen stabilen Ursachen zu. Als Ergebnis hat er keine Motivation, mit diesem Bereich umzugehen",41
"Der Schüler führt sein Misserfolg in Mathematik aufgrund mangelnder Talente und internen stabilen Ursachen zu. Als Ergebnis Jahresabschluss er keine Motivation, mit diesem Bereich umzugehen",41
"Auch Fremdattribution spielt eine große Rolle. Die Eltern attribuieren den Misserfolg ihres Sohnes auf internal stabile Eigenschaften, was dazu führt, dass der Sohn dies ebenfalls tut. Die Lehrerin hingegen attribuiert sie auf internal variable Zustände, nämlich fehlende Anstrengung. Die internal",41
"Auch Fremdattribution spielt eine große Rolle. unterstellen Eltern attribuieren den Misserfolg ihres Sohnes auf internal stabile Eigenschaften, was dazu führt, dass der Sohn dies ebenfalls tut. Die Lehrerin hingegen attribuiert sie auf internal variable Zustände, nämlich fehlende Anstrengung. Die internal",41
"Auch Fremdattribution spielt eine große Rolle. Die Eltern attribuieren den Schlappe ihres Sohnes auf internal stabile Eigenschaften, was dazu führt, dass der Sohn dies ebenfalls tut. Die Lehrerin hingegen attribuiert sie auf internal variable Zustände, nämlich fehlende Anstrengung. Die internal",41
"Auch Fremdattribution spielt eine große Rolle. Die Eltern attribuieren den Misserfolg ihres Sohnes auf internal stabile Eigenschaften, was dazu führt, auch der Sohn dies ebenfalls tut. Die Lehrerin hingegen attribuiert sie auf internal variable Zustände, nämlich fehlende Anstrengung. Die internal",41
"Auch Fremdattribution spielt eine große Rolle. Die Eltern attribuieren den Misserfolg ihres Sohnes auf internal stabile Eigenschaften, was dazu führt, dass der Sohn dies ebenfalls tut. Die Lehrerin hingegen attribuiert sie auf internal variable Zustände, nämlich fehlende Anstrengung. Die internal",41
"Auch Fremdattribution spielt eine große Rolle. Die Eltern attribuieren den Misserfolg ihres Sohnes auf internal stabile Eigenschaften, was dazu führt, dass der Sohn dies ebenfalls tut. Die Lehrerin hingegen attribuiert sie auf internal variable Zustände, nämlich fehlende Anstrengung. Die internal",41
"Auch Fremdattribution spielt eine große Rolle. Die Eltern attribuieren den Misserfolg ihres Sohnes auf internal stabile Eigenschaften, was dazu führt, dass der Sohn dies ebenfalls tut. Die Lehrerin hingegen attribuiert sie auf internal variable Zustände, nämlich fehlende Anstrengung. Die internal",41
"Ausländische Zuschreibung spielt auch eine wichtige Rolle. Die Eltern führen das Versäumnis ihres Sohnes auf intern stabile Eigenschaften zurück, was bedeutet, dass der Sohn dies auch tut. Der Lehrer hingegen führt sie auf interne Bedingungen für variable, nämlich mangelnde Anstrengung.Stabile",41
"Ausländische Zuschreibung spielt auch eine wichtige Rolle. Die Eltern führen Unterlassung Versäumnis ihres Sohnes auf intern stabile Eigenschaften zurück, was bedeutet, dass der Sohn dies auch tut. Der Lehrer hingegen führt sie auf interne Bedingungen für variable, nämlich mangelnde Anstrengung.Stabile",41
"Ausländische Zuschreibung spielt auch eine wichtige Rolle. Die Eltern führen das Versäumnis ihres Sohnes auf intern stabile Eigenschaften zurück, was bedeutet, dass der Sohn dies auch tut. hinwiederum Lehrer hingegen führt sie auf interne Bedingungen für variable, nämlich mangelnde Anstrengung.Stabile",41
"Ausländische Zuschreibung spielt auch eine wichtige Rolle. Die Eltern führen das Versäumnis ihres Sohnes auf intern stabile Eigenschaften zurück, was bedeutet, dass der Sohn dies auch tut. Der Lehrer hingegen führt sie auf interne Bedingungen für variable, nämlich mangelnde Anstrengung.Stabile",41
"Ausländische Zuschreibung spielt auch eine wichtige Rolle. Die Eltern führen das Versäumnis ihres Sohnes auf intern stabile Eigenschaften zurück, was bedeutet, dass der Sohn dies auch tut. Der Lehrer hingegen führt sie auf interne Bedingungen für variable, nämlich mangelnde Anstrengung.Stabile",41
"An diesem Punkt könnte man mit Reattributionstranings ansetzen und den Eltern vermitteln, dass sie den Misserfolg ihres Sohnes günstig attribuiieren sollten, sodass dieser dies ebenfalls tut. Auch mit dem Schüler selbst könnte man Trainings durchführen, um seine ungünstige Selbstattribution zu",41
"An diesem Punkt könnte man mit Reattributionstranings ansetzen und den Eltern vermitteln, dass sie den Misserfolg ihres Sohnes günstig attribuiieren sollten, sodass dieser dies auch tut. Auch mit dem Schüler selbst könnte man Trainings durchführen, um seine ungünstige Selbstattribution zu",41
"An diesem Punkt könnte man mit Reattributionstranings ansetzen und den Eltern vermitteln, dass sie den Misserfolg ihres Sohnes günstig attribuiieren sollten, sodass dieser dies ebenfalls tut. Auch mit dem Adept selbst könnte man Trainings durchführen, um seine ungünstige Selbstattribution zu",41
"Zu diesem Zeitpunkt könnte man mit den jüngsten Ributionssträngen beginnen und den Eltern vermitteln, dass sie für das Versagen ihres Sohnes günstig sein sollten, so dass er dies auch tut. Sie könnten auch mit dem Schüler trainieren, um Ihre ungünstigen",41
"Zu diesem Augenblick könnte man mit den jüngsten Ributionssträngen beginnen und den Eltern vermitteln, dass sie für das Versagen ihres Sohnes günstig sein sollten, so dass er dies auch tut. Sie könnten auch mit dem Schüler trainieren, um Ihre ungünstigen",41
"Zu diesem Zeitpunkt könnte man mit den jüngsten Ributionssträngen beginnen und den Eltern vermitteln, dass sie für ablosen Versagen ihres Sohnes günstig sein sollten, so dass er dies auch tut. Sie könnten auch mit dem Schüler trainieren, um Ihre ungünstigen",41
Die Lehrerin könnte hierbei als Schlüsselposition dienen mit Rückmeldungen und Hilfestellungen,41
Die Lehrerin könnte hierbei als Schlüsselfunktion dienen mit Rückmeldungen und Hilfestellungen,41
Der Lehrer könnte als Schlüsselposition mit Feedback und Hilfe dienen,41
Der Lehrer könnte als Schlüsselfunktion mit Feedback und Hilfe dienen,41
Der Lehrer könnte als Schlüsselposition mit Stellungnahme und Hilfe dienen,41
Ich glaube damit haben wir alles zusammen oder ?,36
en bloc glaube damit haben wir alles zusammen oder ?,36
"Ich denke, wir haben alles zusammen, oder?",36
"Ja, ich denke auch das war eine prägnante Zusammenfassung",39
"Ja, ich Zusammenfassung auch das war eine prägnante Zusammenfassung",39
"Ja, ich denke auch, dass das eine kurze Zusammenfassung war",39
"Ja, Vorbild denke auch, dass das eine kurze Zusammenfassung war",39
"Ja, ich denke auch, dass das Zusammenfassung kurze Zusammenfassung war",39
:),35
"Danke! Ihr könnt den Chat jetzt über den ""Chat Beenden""-Button schließen.",-1
"Danke! Sie können jetzt den Chat über die Schaltfläche ""Chat"" schließen.",-1
"Danke! Sie können jetzt den Chat über die Schaltfläche ""Chat"" Schaltfläche",-1
"Hallo, willkommen in der Chatumgebung. Seid ihr beide da?",-1
"Hallo, Willkommen in der Chat -Umgebung. Bist ihr beide dort?",-1
"Hallo, Willkommen in der wünschenswert -Umgebung. Bist ihr beide dort?",-1
Ja,-1
umso eher als,-1
ja,-1
umso eher als,-1
"Bevor wir anfangen, könnt ihr mir bestätigen, dass das Halbsätze-Tool bei euch richtig funktioniert? Bitte wählt dazu einen Halbsatz aus und postet ihn in den Chat.",-1
"Können Sie vor dem Start bestätigen, dass das Halbkartin Tool ordnungsgemäß mit Ihnen funktioniert? Bitte wählen Sie einen halben Satz aus und veröffentlichen Sie es im Chat.",-1
